Freq.	V(vpwrout)	V(vpztin)	I(Pwrout)	I(Pztin)
1.81970085860997e+006	(-1.66356116685368e+001dB,-1.27636946102571e+002°)	(9.76545168720384e+001dB,-8.70616349141064e+001°)	(-1.16635611020229e+002dB,-1.27636949428198e+002°)	(3.87089097536275e+001dB,-3.38154732821853e+001°)
1.86208713666285e+006	(-1.82728623275928e+001dB,-1.27765614230815e+002°)	(9.61034695029274e+001dB,-8.77665220990828e+001°)	(-1.18272861178448e+002dB,-1.27765607779683e+002°)	(3.72846818761575e+001dB,-3.39575372240487e+001°)
1.90546071796323e+006	(-1.97151063553054e+001dB,-1.27702032444711e+002°)	(9.47451027528087e+001dB,-8.82792299554597e+001°)	(-1.19715106279209e+002dB,-1.27702033893475e+002°)	(3.60553726497080e+001dB,-3.39092264763756e+001°)
1.94984459975803e+006	(-2.10304627437300e+001dB,-1.27519521037386e+002°)	(9.35112911456486e+001dB,-8.86727102966490e+001°)	(-1.21030462940358e+002dB,-1.27519519671640e+002°)	(3.49528504146065e+001dB,-3.37438284140820e+001°)
1.99526231496887e+006	(-2.22723954222352e+001dB,-1.27260183684550e+002°)	(9.23485664144316e+001dB,-8.89887013512114e+001°)	(-1.22272395953921e+002dB,-1.27260190384426e+002°)	(3.39236389559697e+001dB,-3.35034092885494e+001°)
2.04173794466951e+006	(-2.34924108839481e+001dB,-1.26950025194951e+002°)	(9.12054197988962e+001dB,-8.92528464273766e+001°)	(-1.23492410077755e+002dB,-1.26950022796629e+002°)	(3.29162199224807e+001dB,-3.32139322057238e+001°)
2.08929613085402e+006	(-2.47540325648622e+001dB,-1.26605251644729e+002°)	(9.00183275802379e+001dB,-8.94809949271169e+001°)	(-1.24754032994878e+002dB,-1.26605259818735e+002°)	(3.18670584889281e+001dB,-3.28915575102698e+001°)
2.13796208950222e+006	(-2.61587444589196e+001dB,-1.26232546419873e+002°)	(8.86858073699035e+001dB,-8.96794792292969e+001°)	(-1.26158743199149e+002dB,-1.26232545082558e+002°)	(3.06746597789335e+001dB,-3.25429190972758e+001°)
2.18776162394954e+006	(-2.79163799037037e+001dB,-1.25815648327946e+002°)	(8.69980292183343e+001dB,-8.98316935987241e+001°)	(-1.27916380839197e+002dB,-1.25815655538691e+002°)	(2.91291801130101e+001dB,-3.21517028098034e+001°)
2.23872113856832e+006	(-3.06191014922923e+001dB,-1.25219028625857e+002°)	(8.43628355886524e+001dB,-8.98017719639991e+001°)	(-1.30619100882280e+002dB,-1.25219024598551e+002°)	(2.66384471262436e+001dB,-3.15823237661148e+001°)
2.29086765276776e+006	(-3.73385946467200e+001dB,-1.22710653766795e+002°)	(7.77085476604276e+001dB,-8.78573513638527e+001°)	(-1.37338592966548e+002dB,-1.22710645309117e+002°)	(2.01307662200316e+001dB,-2.91026894167114e+001°)
2.34422881531990e+006	(-3.33945803690870e+001dB,4.62784310434088e+001°)	(8.17154524481053e+001dB,8.05708438507261e+001°)	(-1.33394580463628e+002dB,4.62784258154647e+001°)	(2.42864078317905e+001dB,1.39856216581570e+002°)
2.39883291901947e+006	(-1.07344291196418e+001dB,2.99803466002415e+001°)	(1.04436188785407e+002dB,6.37152461807336e+001°)	(-1.10734427709612e+002dB,2.99803381819822e+001°)	(4.71579935732981e+001dB,1.23526578797091e+002°)
2.45470891568501e+006	(-1.60531685827788e+001dB,-1.15341943302934e+002°)	(9.91757394154132e+001dB,-8.21608785560116e+001°)	(-1.16053168785789e+002dB,-1.15341945357743e+002°)	(4.20504884767740e+001dB,-2.18285733042537e+001°)
2.51188643150956e+006	(-2.07990012388991e+001dB,-1.19321201231416e+002°)	(9.44859132690369e+001dB,-8.66900010537446e+001°)	(-1.20799001535759e+002dB,-1.19321199222350e+002°)	(3.75156834308360e+001dB,-2.58419350388705e+001°)
2.57039578276884e+006	(-2.29523531842719e+001dB,-1.19994854364951e+002°)	(9.23862964903877e+001dB,-8.79092671865925e+001°)	(-1.22952354084505e+002dB,-1.19994851626628e+002°)	(3.55731463643314e+001dB,-2.65508650809852e+001°)
2.63026799189536e+006	(-2.43124576705113e+001dB,-1.20022062886022e+002°)	(9.10776687380454e+001dB,-8.84775667482392e+001°)	(-1.24312457506585e+002dB,-1.20022059632580e+002°)	(3.44236387065936e+001dB,-2.66144541646982e+001°)
2.69153480392689e+006	(-2.53106370405396e+001dB,-1.19819800738347e+002°)	(9.01287210859674e+001dB,-8.88116145011967e+001°)	(-1.25310639195389e+002dB,-1.19819808621558e+002°)	(3.36358334474576e+001dB,-2.64496061480431e+001°)
2.75422870333814e+006	(-2.61072824911947e+001dB,-1.19512542609194e+002°)	(8.93790760944348e+001dB,-8.90356373898304e+001°)	(-1.26107282297979e+002dB,-1.19512542058808e+002°)	(3.30493353671058e+001dB,-2.61807252906618e+001°)
2.81838293126443e+006	(-2.67766102392305e+001dB,-1.19150274342926e+002°)	(8.87545314748100e+001dB,-8.91993851254894e+001°)	(-1.26776612205820e+002dB,-1.19150273987220e+002°)	(3.25899248592465e+001dB,-2.58577269507330e+001°)
2.88403150312658e+006	(-2.73579574981434e+001dB,-1.18757063754278e+002°)	(8.82157639411356e+001dB,-8.93267011135759e+001°)	(-1.27357958279198e+002dB,-1.18757063629483e+002°)	(3.22182619404669e+001dB,-2.55046086681124e+001°)
2.95120922666636e+006	(-2.78742058434922e+001dB,-1.18346092220504e+002°)	(8.77399056713224e+001dB,-8.94305541033618e+001°)	(-1.27874204010448e+002dB,-1.18346098404016e+002°)	(3.19114628683751e+001dB,-2.51344820115437e+001°)
3.01995172040199e+006	(-2.83395778159644e+001dB,-1.17925367035618e+002°)	(8.73127475290108e+001dB,-8.95187505457397e+001°)	(-1.28339580125075e+002dB,-1.17925376647883e+002°)	(3.16553035195693e+001dB,-2.47552851721030e+001°)
3.09029543251357e+006	(-2.87633396169530e+001dB,-1.17500246264220e+002°)	(8.69250361916226e+001dB,-8.95964593986180e+001°)	(-1.28763340129130e+002dB,-1.17500249393949e+002°)	(3.14405166729698e+001dB,-2.43723080395552e+001°)
3.16227766016835e+006	(-2.91517159133016e+001dB,-1.17074724127228e+002°)	(8.65705591681440e+001dB,-8.96674974147000e+001°)	(-1.29151717269181e+002dB,-1.17074722972485e+002°)	(3.12608771821459e+001dB,-2.39894777933538e+001°)
3.23593656929626e+006	(-2.95089451301606e+001dB,-1.16652228901658e+002°)	(8.62450893278191e+001dB,-8.97351268963840e+001°)	(-1.29508945984978e+002dB,-1.16652232720723e+002°)	(3.11121466579941e+001dB,-2.36101569900529e+001°)
3.31131121482588e+006	(-2.98378879566211e+001dB,-1.16236331463948e+002°)	(8.59457762151300e+001dB,-8.98027640499686e+001°)	(-1.29837887900366e+002dB,-1.16236326252414e+002°)	(3.09914649373757e+001dB,-2.32378522764630e+001°)
3.38844156139200e+006	(-3.01403873793719e+001dB,-1.15831792430637e+002°)	(8.56707858357735e+001dB,-8.98750258957367e+001°)	(-1.30140386908476e+002dB,-1.15831794789790e+002°)	(3.08969900227500e+001dB,-2.28772616823555e+001°)
3.46736850452529e+006	(-3.04174828288401e+001dB,-1.15447001060599e+002°)	(8.54190863290446e+001dB,-8.99601689009309e+001°)	(-1.30417483023613e+002dB,-1.15446999653105e+002°)	(3.08276839085977e+001dB,-2.25367136571349e+001°)
3.54813389233573e+006	(-3.06695449872757e+001dB,-1.15102116275494e+002°)	(8.51903129769454e+001dB,-9.00782296950276e+001°)	(-1.30669546759337e+002dB,-1.15102118328606e+002°)	(3.07831777454211e+001dB,-2.22363082074354e+001°)
3.63078054770098e+006	(-3.08965009745242e+001dB,-1.14871575412449e+002°)	(8.49845428339623e+001dB,-9.03035334840718e+001°)	(-1.30896499658176e+002dB,-1.14871571618386e+002°)	(3.07635466258069e+001dB,-2.20504257501550e+001°)
3.71535229097170e+006	(-3.11048721006196e+001dB,-1.15556361818503e+002°)	(8.47952567879739e+001dB,-9.14369612762098e+001°)	(-1.31104873490499e+002dB,-1.15556359282724e+002°)	(3.07622718036295e+001dB,-2.27799947910177e+001°)
3.80189396320558e+006	(-3.12737700089168e+001dB,-1.12592509365277e+002°)	(8.46433432280646e+001dB,-8.89144539993976e+001°)	(-1.31273768865184e+002dB,-1.12592506925910e+002°)	(3.08002445228683e+001dB,-1.98609965078192e+001°)
3.89045144994277e+006	(-3.14103611422074e+001dB,-1.12852342797908e+002°)	(8.45216333861967e+001dB,-8.96082524276462e+001°)	(-1.31410361973971e+002dB,-1.12852341780280e+002°)	(3.08703015237707e+001dB,-2.01657051531323e+001°)
3.98107170553494e+006	(-3.15162305782105e+001dB,-1.12625217644473e+002°)	(8.44285373056389e+001dB,-8.98076366441880e+001°)	(-1.31516231742275e+002dB,-1.12625217493816e+002°)	(3.09708611801226e+001dB,-1.99834280035241e+001°)
4.07380277804109e+006	(-3.15822395764453e+001dB,-1.12328677757674e+002°)	(8.43731860933298e+001dB,-8.99300831152571e+001°)	(-1.31582238111080e+002dB,-1.12328675564954e+002°)	(3.11110659257576e+001dB,-1.97316629279124e+001°)
4.16869383470332e+006	(-3.16002801989696e+001dB,-1.12019466216625e+002°)	(8.43636770927577e+001dB,-9.00322751040025e+001°)	(-1.31600279869816e+002dB,-1.12019464341805e+002°)	(3.12990276079386e+001dB,-1.94671093037873e+001°)
4.26579518801589e+006	(-3.15588626750561e+001dB,-1.11716917383693e+002°)	(8.44114863062338e+001dB,-9.01334942209088e+001°)	(-1.31558860742309e+002dB,-1.11716914247738e+002°)	(3.15462400976415e+001dB,-1.92090600771720e+001°)
4.36515832240162e+006	(-3.14406905732251e+001dB,-1.11433174763978e+002°)	(8.45338930019603e+001dB,-9.02458377593922e+001°)	(-1.31440690400825e+002dB,-1.11433170943044e+002°)	(3.18700040934050e+001dB,-1.89696196147967e+001°)
4.46683592150959e+006	(-3.12182023480865e+001dB,-1.11181312925979e+002°)	(8.47584379371164e+001dB,-9.03823400759458e+001°)	(-1.31218203561417e+002dB,-1.11181317457310e+002°)	(3.22978855513652e+001dB,-1.87618256079724e+001°)
4.57088189614871e+006	(-3.08438983141248e+001dB,-1.10981824425298e+002°)	(8.51325961433607e+001dB,-9.05634589570919e+001°)	(-1.30843897993090e+002dB,-1.10981824559345e+002°)	(3.28773886893925e+001dB,-1.86061359708811e+001°)
4.67735141287194e+006	(-3.02259724709275e+001dB,-1.10876191583420e+002°)	(8.57481448486091e+001dB,-9.08306468252668e+001°)	(-1.30225972005509e+002dB,-1.10876188529538e+002°)	(3.37003241408725e+001dB,-1.85440005862126e+001°)
4.78630092322634e+006	(-2.91523436416986e+001dB,-1.10973274908383e+002°)	(8.68171320714287e+001dB,-9.12927385701085e+001°)	(-1.29152344071241e+002dB,-1.10973279425449e+002°)	(3.49787777963169e+001dB,-1.86842496858032e+001°)
4.89778819368442e+006	(-2.69523592904372e+001dB,-1.11706574613954e+002°)	(8.90101725206436e+001dB,-9.23832124609743e+001°)	(-1.26952360319077e+002dB,-1.11706568700812e+002°)	(3.73834069674422e+001dB,-1.94603553236946e+001°)
5.01187233627268e+006	(-1.88713080319049e+001dB,-1.18934246756046e+002°)	(9.70819347837759e+001dB,-9.99602056581875e+001°)	(-1.18871309032810e+002dB,-1.18934250454839e+002°)	(4.56689278595979e+001dB,-2.67304474611411e+001°)
5.12861383991360e+006	(-3.49676343917523e+001dB,7.68294006327550e+001°)	(8.09739262444468e+001dB,9.54619902979150e+001°)	(-1.34967635034059e+002dB,7.68294017538669e+001°)	(2.97769007951735e+001dB,1.68991189954850e+002°)
5.24807460249768e+006	(-3.99728912414702e+001dB,-1.08186627589159e+002°)	(7.59545403012696e+001dB,-8.98876049772372e+001°)	(-1.39972890587888e+002dB,-1.08186626291079e+002°)	(2.49757777633094e+001dB,-1.60664160809750e+001°)
5.37031796370248e+006	(-3.35658437883751e+001dB,-1.08485344033489e+002°)	(8.23449520048961e+001dB,-9.05119903797454e+001°)	(-1.33565843312682e+002dB,-1.08485342339240e+002°)	(3.15867984156837e+001dB,-1.64062579301008e+001°)
5.49540873857620e+006	(-2.94297035523318e+001dB,-1.09559730828331e+002°)	(8.64618836780066e+001dB,-9.19041346404172e+001°)	(-1.29429705767662e+002dB,-1.09559730044244e+002°)	(3.59267560766514e+001dB,-1.75212992908467e+001°)
5.62341325190344e+006	(-2.30636774492125e+001dB,-1.13679460183197e+002°)	(9.28060553942967e+001dB,-9.63336961327960e+001°)	(-1.23063676215102e+002dB,-1.13679455028871e+002°)	(4.24964486477104e+001dB,-2.16811956956266e+001°)
5.75439937337152e+006	(-1.30462921248159e+001dB,1.04163343951534e+002°)	(1.02798860168295e+002dB,1.21207216263682e+002°)	(-1.13046291444914e+002dB,1.04163346129242e+002°)	(5.27173542625355e+001dB,-1.63878056101104e+002°)
5.88843655355584e+006	(-2.90004922736453e+001dB,8.02478846693186e+001°)	(8.68172651165903e+001dB,9.69978227904702e+001°)	(-1.29000495340256e+002dB,8.02478818090187e+001°)	(3.69665329581528e+001dB,1.72167335966871e+002°)
6.02559586074352e+006	(-3.61328933114302e+001dB,7.82323201184202e+001°)	(7.96545582158796e+001dB,9.46963017164597e+001°)	(-1.36132893409244e+002dB,7.82323200716297e+001°)	(3.00373739933263e+001dB,1.70113150495208e+002°)
6.16595001861477e+006	(-4.19055608954750e+001dB,7.78224012957015e+001°)	(7.38485681572886e+001dB,9.40084280899782e+001°)	(-1.41905562645495e+002dB,7.78223993948438e+001°)	(2.44678163200388e+001dB,1.69665148848586e+002°)
6.30957344480187e+006	(-4.80544271168256e+001dB,7.80843764406600e+001°)	(6.76632474655701e+001dB,9.40004791644534e+001°)	(-1.48054426225255e+002dB,7.80843764450745e+001°)	(1.85219323840318e+001dB,1.69889588234569e+002°)
6.45654229034650e+006	(-5.82171185216875e+001dB,8.00898558493021e+001°)	(5.74608437172929e+001dB,9.57441003301042e+001°)	(-1.58217117318656e+002dB,8.00898582828904e+001°)	(8.56210009693141e+000dB,1.71858086588100e+002°)
6.60693448007590e+006	(-5.73509100271000e+001dB,-1.05830759579553e+002°)	(5.82839447832996e+001dB,-9.04302651206450e+001°)	(-1.57350911965641e+002dB,-1.05830761762826e+002°)	(9.63104891490999e+000dB,-1.40989488123077e+001°)
6.76082975391976e+006	(-3.98945210662039e+001dB,-1.05500647073624e+002°)	(7.56936817488988e+001dB,-9.03457433842138e+001°)	(-1.39894522254654e+002dB,-1.05500644795850e+002°)	(2.72900636885065e+001dB,-1.38046900050357e+001°)
6.91830970918930e+006	(-4.61322344149424e+001dB,8.02536630788645e+001°)	(6.94056090470055e+001dB,9.51711963989119e+001°)	(-1.46132233623028e+002dB,8.02536625616171e+001°)	(2.12548658317188e+001dB,1.71914336788325e+002°)
7.07945784384131e+006	(-5.71630280218905e+001dB,8.10183636628584e+001°)	(5.83205714675139e+001dB,9.57068199223576e+001°)	(-1.57163027560423e+002dB,8.10183597627493e+001°)	(1.04264814886341e+001dB,1.72644327362887e+002°)
7.24435960074983e+006	(-6.77953452253550e+001dB,8.42421009155511e+001°)	(4.76299326412602e+001dB,9.87098599334241e+001°)	(-1.67795345536285e+002dB,8.42421000619381e+001°)	(-3.52868659096011e-003dB,1.75833929974180e+002°)
7.41310241300911e+006	(-8.70179320052781e+001dB,1.00021437131700e+002°)	(2.83447363305951e+001dB,1.14276980911124e+002°)	(-1.87017930675590e+002dB,1.00021435171032e+002°)	(-1.90239067839719e+001dB,-1.68420291993639e+002°)
7.58577575029177e+006	(-8.73147925746715e+001dB,5.17210541682392e+001°)	(2.79807491978380e+001dB,6.57729849193618e+001°)	(-1.87314792796772e+002dB,5.17210577516624e+001°)	(-1.91186532309298e+001dB,1.43246343537855e+002°)
7.76247116628684e+006	(-6.75421442834249e+001dB,6.79894411319668e+001°)	(4.76815040504993e+001dB,8.18465019717630e+001°)	(-1.67542143043746e+002dB,6.79894465153854e+001°)	(8.56018302601884e-001dB,1.59482325088099e+002°)
7.94328234724274e+006	(-5.62128873020549e+001dB,7.12035811722600e+001°)	(5.89338280622593e+001dB,8.48746798940908e+001°)	(-1.56212887437989e+002dB,7.12035820900092e+001°)	(1.23872112195908e+001dB,1.62664634467266e+002°)
8.12830516164092e+006	(-4.09471878208011e+001dB,7.08870549032565e+001°)	(7.41172571945695e+001dB,8.43812912867828e+001°)	(-1.40947188138188e+002dB,7.08870575591882e+001°)	(2.78547627963964e+001dB,1.62316850253330e+002°)
8.31763771102663e+006	(-5.03701499141039e+001dB,-1.03581601902363e+002°)	(6.46063616214345e+001dB,-9.02549046745398e+001°)	(-1.50370149509226e+002dB,-1.03581598000120e+002°)	(1.86335723182669e+001dB,-1.21824944614218e+001°)
8.51138038202368e+006	(-6.40222487503925e+001dB,6.76932324397044e+001°)	(5.08603094206139e+001dB,8.08619733051253e+001°)	(-1.64022249062912e+002dB,6.76932357447965e+001°)	(5.18316786987962e+000dB,1.59062218733219e+002°)
8.70963589956072e+006	(-4.82030431266983e+001dB,7.28253488048730e+001°)	(6.65791504832712e+001dB,8.58460175414652e+001°)	(-1.48203040999857e+002dB,7.28253534759858e+001°)	(2.12039938013757e+001dB,1.64164776893184e+002°)
8.91250938133737e+006	(-3.95194331345542e+001dB,7.24784504761096e+001°)	(7.51555547527176e+001dB,8.53612812222823e+001°)	(-1.39519432594302e+002dB,7.24784503324323e+001°)	(3.00891530633980e+001dB,1.63788878982668e+002°)
9.12010839355901e+006	(-2.70935153563912e+001dB,6.69080158476443e+001°)	(8.74669522921439e+001dB,7.96636489884123e+001°)	(-1.27093514389791e+002dB,6.69080232716263e+001°)	(4.27165520118895e+001dB,1.58189998621725e+002°)
9.33254300796982e+006	(-2.68457844766063e+001dB,-9.66710533392199e+001°)	(8.75923261736530e+001dB,-8.40315054216289e+001°)	(-1.26845783402239e+002dB,-9.66710520894108e+001°)	(4.31656987984501e+001dB,-5.41696763623187e+000°)
9.54992586021427e+006	(-3.53891324711017e+001dB,-1.01463370181375e+002°)	(7.89182068726967e+001dB,-8.89282460481389e+001°)	(-1.35389132735128e+002dB,-1.01463374656504e+002°)	(3.48237041824253e+001dB,-1.02366384501750e+001°)
9.77237220955801e+006	(-4.59395972742976e+001dB,-1.01995164814977e+002°)	(6.82279160804385e+001dB,-8.95521632303373e+001°)	(-1.45939597089034e+002dB,-1.01995167451553e+002°)	(2.44745328656982e+001dB,-1.07952498551361e+001°)
9.99999999999990e+006	(-2.84202969311229e+001dB,-9.71731041343797e+001°)	(8.55976236914159e+001dB,-8.48091766617772e+001°)	(-1.28420299398468e+002dB,-9.71731045086693e+001°)	(4.21950693426559e+001dB,-5.99947494584123e+000°)
1.02329299228074e+007	(-3.49430002749097e+001dB,-1.01112749858969e+002°)	(7.89147666302026e+001dB,-8.88139730154177e+001°)	(-1.34942998240461e+002dB,-1.01112745469194e+002°)	(3.58735472243846e+001dB,-9.96488191027938e+000°)
1.04712854805089e+007	(-3.66209798915224e+001dB,-1.01652264780646e+002°)	(7.70651833828563e+001dB,-8.94036869244356e+001°)	(-1.36620981061673e+002dB,-1.01652263250562e+002°)	(3.43966962767384e+001dB,-1.05296402459063e+001°)
1.07151930523760e+007	(-3.74216880247585e+001dB,-1.01906706667555e+002°)	(7.60804231010843e+001dB,-8.96921634040672e+001°)	(-1.37421688988261e+002dB,-1.01906705604648e+002°)	(3.37970665172280e+001dB,-1.08088146340233e+001°)
1.09647819614317e+007	(-3.78094864623263e+001dB,-1.02139934551504e+002°)	(7.54949976259597e+001dB,-8.99418245757933e+001°)	(-1.37809485726077e+002dB,-1.02139930004198e+002°)	(3.36102983314044e+001dB,-1.10662711997050e+001°)
1.12201845430195e+007	(-3.79222043709794e+001dB,-1.03872026530401e+002°)	(7.51698016654638e+001dB,-9.16710372922034e+001°)	(-1.37922203855401e+002dB,-1.03872020494290e+002°)	(3.36985646401425e+001dB,-1.28220952885429e+001°)
1.14815362149687e+007	(-3.77406618004841e+001dB,-1.02010948084475e+002°)	(7.51225623608721e+001dB,-8.97857171813082e+001°)	(-1.37740661812092e+002dB,-1.02010946794498e+002°)	(3.40810473981326e+001dB,-1.09842597588983e+001°)
1.17489755493952e+007	(-3.72433026162812e+001dB,-1.02353781497049e+002°)	(7.53731730970306e+001dB,-9.00804748571714e+001°)	(-1.37243301960265e+002dB,-1.02353778473237e+002°)	(3.47793046637045e+001dB,-1.13498543803639e+001°)
1.20226443461740e+007	(-3.62034947985427e+001dB,-1.02762825244469e+002°)	(7.61463517627810e+001dB,-9.04146063228633e+001°)	(-1.36203495865947e+002dB,-1.02762831607296e+002°)	(3.60199703022722e+001dB,-1.17811852029719e+001°)
1.23026877081237e+007	(-3.37134459325811e+001dB,-1.03719566370292e+002°)	(7.83476731192902e+001dB,-9.12659207759909e+001°)	(-1.33713447467589e+002dB,-1.03719569251569e+002°)	(3.87108384984281e+001dB,-1.27597469121617e+001°)
1.25892541179415e+007	(-2.65869684428116e+001dB,8.94320717059398e+001°)	(8.51607372653854e+001dB,1.02026206029392e+002°)	(-1.26586967773984e+002dB,8.94320762858841e+001°)	(4.60380985244789e+001dB,-1.79629470619788e+002°)
1.28824955169312e+007	(-3.65654156361787e+001dB,-1.03245996265557e+002°)	(7.48411483149363e+001dB,-9.04706281114766e+001°)	(-1.36565415757045e+002dB,-1.03245999560543e+002°)	(3.62603986995005e+001dB,-1.23284493019704e+001°)
1.31825673855639e+007	(-2.18551844980206e+001dB,-1.14254758321464e+002°)	(8.91789005271837e+001dB,-1.01250223948406e+002°)	(-1.21855183672622e+002dB,-1.14254758351654e+002°)	(5.11713435959317e+001dB,-2.33576787406417e+001°)
1.34896288259164e+007	(-3.58047276222223e+001dB,8.21292644617886e+001°)	(7.48212197105102e+001dB,9.54201110415783e+001°)	(-1.35804727446662e+002dB,8.21292670943392e+001°)	(3.74224821118479e+001dB,1.73006312237479e+002°)
1.38038426460287e+007	(-4.88635029541112e+001dB,8.05657625952608e+001°)	(6.13134168930514e+001dB,9.42120618971544e+001°)	(-1.48863503772174e+002dB,8.05657651749670e+001°)	(2.45643577304560e+001dB,1.71423206400848e+002°)
1.41253754462274e+007	(-5.57093802092947e+001dB,-1.04025728728806e+002°)	(5.39712140583968e+001dB,-8.99389438687651e+001°)	(-1.55709381941260e+002dB,-1.04025734351422e+002°)	(1.79191021036046e+001dB,-1.31874687815835e+001°)
1.44543977074591e+007	(-4.90604236848028e+001dB,8.05033873009303e+001°)	(6.00685898466939e+001dB,9.51371786111216e+001°)	(-1.49060423465029e+002dB,8.05033941999556e+001°)	(2.47686522429421e+001dB,1.71322875808157e+002°)
1.47910838816819e+007	(-7.09119354004821e+001dB,8.53318056335998e+001°)	(3.76002112130441e+001dB,1.00648869665201e+002°)	(-1.70911937146588e+002dB,8.53318026662270e+001°)	(3.11770738077370e+000dB,1.76132927465385e+002°)
1.51356124843619e+007	(-7.81133047485254e+001dB,5.84871556774220e+001°)	(2.97038261511856e+001dB,7.46660830951498e+001°)	(-1.78113303806310e+002dB,5.84871520632703e+001°)	(-3.88312067727256e+000dB,1.49270307992804e+002°)
1.54881661891247e+007	(-5.13294284088187e+001dB,6.81354314283335e+001°)	(5.56977287049850e+001dB,8.54170260400116e+001°)	(-1.51329428026343e+002dB,6.81354345456244e+001°)	(2.31012725345488e+001dB,1.58901003837023e+002°)
1.58489319246110e+007	(-5.03425203989185e+001dB,-1.08372261038205e+002°)	(5.57772792490204e+001dB,-8.96521257003046e+001°)	(-1.50342517947768e+002dB,-1.08372259430566e+002°)	(2.42886740942044e+001dB,-1.76238864125334e+001°)
1.62181009735891e+007	(-4.38237953463659e+001dB,6.57525175895511e+001°)	(6.12407037306287e+001dB,8.63993244246146e+001°)	(-1.43823795596109e+002dB,6.57525132083944e+001°)	(3.10078704215912e+001dB,1.56484069139509e+002°)
1.65958690743754e+007	(-2.45754533249666e+001dB,5.92134139928821e+001°)	(7.92434102970944e+001dB,8.25332152357358e+001°)	(-1.24575453932485e+002dB,5.92134115747756e+001°)	(5.04566624442169e+001dB,1.49928509833409e+002°)
1.69824365246173e+007	(-2.64459204251058e+001dB,-1.14428167086787e+002°)	(7.58780787638006e+001dB,-8.72196451045023e+001°)	(-1.26445920858940e+002dB,-1.14428164012306e+002°)	(4.87866250287858e+001dB,-2.37291668500304e+001°)
1.73780082874936e+007	(-2.69396530653715e+001dB,5.05805219350659e+001°)	(7.35635836943321e+001dB,8.38196677435089e+001°)	(-1.26939655590727e+002dB,5.05805136747681e+001°)	(4.84933026714132e+001dB,1.41263779497956e+002°)
1.77827941003890e+007	(-2.48680453429793e+001dB,-1.30048336043565e+002°)	(7.34259097978905e+001dB,-8.66590359657125e+001°)	(-1.24868043652796e+002dB,-1.30048340107718e+002°)	(5.07653021489775e+001dB,-3.93804753116219e+001°)
1.81970085860996e+007	(-2.45946690490045e+001dB,-1.47428470675735e+002°)	(7.12841016739030e+001dB,-8.56314545670030e+001°)	(-1.24594669912016e+002dB,-1.47428470782140e+002°)	(5.12390525056027e+001dB,-5.67756679266117e+001°)
1.86208713666285e+007	(-2.36456556069868e+001dB,-1.77127643332408e+002°)	(7.08893090894278e+001dB,-8.45976738306025e+001°)	(-1.23645655778804e+002dB,-1.77127652133258e+002°)	(5.23884231157082e+001dB,-8.64895666176389e+001°)
1.90546071796323e+007	(-2.46606736020750e+001dB,1.49676626244950e+002°)	(7.12962758013003e+001dB,-8.57452952879007e+001°)	(-1.24660672520533e+002dB,1.49676629215991e+002°)	(5.15737461564574e+001dB,-1.19699697928182e+002°)
1.94984459975802e+007	(-2.64208504622304e+001dB,1.27128044636019e+002°)	(7.23219918331413e+001dB,-8.83037002835338e+001°)	(-1.26420848865599e+002dB,1.27128049887782e+002°)	(5.00138949280896e+001dB,-1.42262361980806e+002°)
1.99526231496886e+007	(-2.30290293034315e+001dB,1.12171944899728e+002°)	(7.83772800189415e+001dB,-9.22728365773953e+001°)	(-1.23029030371609e+002dB,1.12171953317318e+002°)	(5.36060270101913e+001dB,-1.57232232317304e+002°)
2.04173794466951e+007	(-3.14043980349639e+001dB,1.07759759325798e+002°)	(7.22767861801452e+001dB,-9.02248187980943e+001°)	(-1.31404397645846e+002dB,1.07759753922199e+002°)	(4.54309551578263e+001dB,-1.61657883145730e+002°)
2.08929613085402e+007	(-2.84054470590491e+001dB,-6.80523686929174e+001°)	(7.72136347999312e+001dB,9.80979224627948e+001°)	(-1.28405446167124e+002dB,-6.80523749545025e+001°)	(4.86301896032706e+001dB,2.25168225330617e+001°)
2.13796208950221e+007	(-5.34203193899619e+001dB,-7.42679050962400e+001°)	(5.38779123351620e+001dB,9.47152014094891e+001°)	(-1.53420319372818e+002dB,-7.42679086612074e+001°)	(2.38155879382047e+001dB,1.62884124904397e+001°)
2.18776162394953e+007	(-4.43429450241447e+001dB,-7.51824393786599e+001°)	(6.44371604001818e+001dB,9.58440068861390e+001°)	(-1.44342945214415e+002dB,-7.51824335225641e+001°)	(3.30932207448559e+001dB,1.53612910485927e+001°)
2.23872113856832e+007	(-8.67029685664407e+001dB,-6.36504378823496e+001°)	(2.34061099766583e+001dB,1.08908858520458e+002°)	(-1.86702968472609e+002dB,-6.36504324252823e+001°)	(-9.06655602902849e+000dB,2.68809857878631e+001°)
2.29086765276775e+007	(-6.35168890368718e+001dB,-8.92616306712830e+001°)	(4.78002002633959e+001dB,8.44831198024262e+001°)	(-1.63516888544996e+002dB,-8.92616226305436e+001°)	(1.43197591241962e+001dB,1.25776067276858e+000°)
2.34422881531990e+007	(-7.44633108552734e+001dB,1.03083559301063e+002°)	(3.79642010744245e+001dB,-8.22325152066773e+001°)	(-1.74463311186063e+002dB,1.03083556550787e+002°)	(3.57356228854463e+000dB,-1.66408813115752e+002°)
